low, median, high,  open, close, diff, margin
0.5,0.774942720266611,0.8470435402086913,0.8676293103448276,0.8629007633587786,0.5,0.512934845444962
0.9155845303405843,0.915149200818853,0.9137754784572033,0.9124586381051898,0.9044248678472597,0.9059495619000832,0.9095557798545182
0.9035158535933915,0.9070406207460988,0.9134537767567981,0.9102261842563566,0.9101447040378338,0.908387927913406,0.9120939561905996
0.9877963699984456,0.9872293019762297,0.9880161883681977,0.9844194096133752,0.9714697869278022,0.9721257408807541,0.9808235979683253
0.8926824409348566,0.890962320560321,0.8882890845343177,0.8865900383141763,0.8794218692437522,0.8805253958080403,0.8857648045043902
0.808736897786164,0.8052579534145874,0.8060308063241475,0.8063242337164751,0.8008070527154496,0.8017422504694005,0.8031986131248211
0.7921743981627078,0.7818226000896278,0.775270197681462,0.7539877220480669,0.7439663813709616,0.7501436026154227,0.7606107492444079
0.7725268510786821,0.7619277549500421,0.7582454050626535,0.7634056078021596,0.7550119515768371,0.7560032716236542,0.7578955038190933
0.7433857843615688,0.7284540888998294,0.7223291033792648,0.7203021595262976,0.7126481095946746,0.715280043223641,0.7168389612450552
0.6802150094527525,0.674016776807862,0.6670768363346832,0.6657523510971787,0.6554649548924358,0.6583453908357864,0.6631066505501164
0.7192275452444842,0.7110225352883133,0.7077534766006459,0.7094679554162313,0.7007697843575706,0.703414437361328,0.7056829216434073
0.7351606646608435,0.7271100928047398,0.7223409555471744,0.7239511494252874,0.7158985957968147,0.7160866485601572,0.721479768611404
0.7744033439488527,0.7623569584619365,0.7681969931896596,0.7605721003134795,0.7647267843832728,0.7679445700301022,0.7679685624222639
0.7980954721978222,0.7887714891047531,0.7862726074811732,0.7904863288052943,0.7808637691589346,0.7819250895410814,0.7864663141085422
0.8318964426563138,0.8302721024029086,0.8297563067290261,0.8213470916057124,0.8097595976730838,0.8140114788276228,0.8221956275098384
0.735524154825121,0.7156053347471802,0.7110049918791487,0.710310867293626,0.7085858585858587,0.7083805079118966,0.7078593171487721
0.7342547507762823,0.7191651991693647,0.7206909644574648,0.7180248606757227,0.7153725550672118,0.7167747044472675,0.7186623778506662
0.670447767668333,0.6392092135687217,0.6562949615164344,0.6223715604319049,0.645664019328142,0.6486328647218591,0.6344871505547534
0.693638640972531,0.6757209672227378,0.6708102692262271,0.6650352664576804,0.6549464106716016,0.6576507251772166,0.6657671951947125
0.7131771410072734,0.694698495052588,0.7003833329735354,0.6960545106234759,0.6940096469358557,0.6963138370661485,0.6985431816721985
0.7092604842813599,0.6940332296091514,0.6924493647872938,0.6984796238244515,0.6883722723417379,0.690684443966835,0.6930968044095871
0.7098547204118002,0.6950856197888067,0.6889059898740157,0.6957419017763846,0.6856208394376334,0.6876985330145291,0.689291278823533
0.715067089038221,0.7003980652178945,0.696042688122477,0.7036997126436783,0.6940721892375836,0.6961014715057017,0.6980041600072545
0.6932532610690788,0.6756862522328049,0.673398698039355,0.6733742598397774,0.6716914694013936,0.6734009576919194,0.6712839449687821
0.6523447525475439,0.634833020898424,0.6313323910859845,0.6303324190177639,0.6240458015267176,0.6273752000521959,0.625800675163922
0.6241059848956781,0.6091056366623954,0.6118034047045485,0.6100783699059559,0.6099836361922875,0.6117503399767932,0.6107730310896221
0.6404373369063817,0.619297536918866,0.6139651554729293,0.6070458899338215,0.6004275151857853,0.6054648737554977,0.6085044943947591
0.619312533663005,0.597242998617712,0.5931129592027217,0.5973413009404388,0.5913331791194387,0.5928779499303416,0.5932732466295905
0.5999999598353412,0.5783212251656327,0.5706772286414411,0.5737765586903518,0.5674370935821318,0.5692744560477916,0.5694902144854538
0.5846407933966087,0.5635709311401874,0.5593143859497628,0.5656556948798328,0.5599859922379007,0.562128440226131,0.5607747141905675
0.6040917344746524,0.5869768293221741,0.5824917235888196,0.5836879571577848,0.5783406584933303,0.5799108576370365,0.5816349900198984
0.6080280718834935,0.5894678928421898,0.5843965362885867,0.5921684517589689,0.5843344385329118,0.5866319291193695,0.5858889417863471
0.6193302061129804,0.6062909873574317,0.6083493443423043,0.6083389933820968,0.6101986789009691,0.6104117546469893,0.6067259461689359
0.627944119713176,0.6113656877039504,0.6090740197516376,0.6140804597701148,0.6104325699745544,0.6119460744993734,0.609596921367928
0.6306331436356485,0.6120299011779952,0.6096509663538114,0.6141869122257053,0.6077698100598866,0.6095431027461257,0.6101939069684843
