0,1,2,3,4,5,6
0.0,0.565149136577708,0.7135007849293563,0.7165620094191523,0.7336891679748823,0.05737833594976452,0.08343799058084773
0.8203716918002633,0.8293294007579721,0.8384948384948385,0.7981978339121195,0.8105446141160426,0.8121449978592836,0.8158355929784501
0.7965478965478966,0.8140510283367426,0.8378922664636949,0.7941324548467404,0.8211312497026781,0.8166785595357023,0.8205225726654296
0.9629192236335093,0.9651443794300937,0.9775533989819704,0.92924099709814,0.9346356024927454,0.9351838637552923,0.9474382760097045
0.7751625358768217,0.7837559266130695,0.7907568621854336,0.7510901796616082,0.7642674785531929,0.7648748077319506,0.7719033347604776
0.609452452309595,0.622269793698365,0.6366807795379223,0.6049232513518228,0.6187621901907616,0.6183962862534291,0.619437150151436
0.5767577660434803,0.5781123638266495,0.5790637933495076,0.5096165739022883,0.5135578707007279,0.5224608724608726,0.5407946815089673
0.537973137973138,0.5406260406260407,0.5471750471750473,0.5267668839097411,0.5340017125731412,0.5333555333555334,0.5357807272092987
0.4804481233052663,0.47755419183990633,0.47990105132962296,0.4482739482739486,0.45559202702059864,0.4576403754975185,0.4599659863945581
0.3557478236049665,0.3749821606964464,0.37640930498073355,0.34893677750820606,0.34975381761096047,0.35178393035535893,0.3607442557442557
0.4327593041878755,0.4447092589949734,0.45259978117120986,0.42854447140161434,0.4336068693211551,0.43557910343624634,0.43936531722246014
0.4642115820687249,0.4750218035932322,0.4799232513518228,0.4549188906331764,0.46160823303680454,0.4591400662829235,0.4685356706785278
0.5416773702487988,0.54143475572047,0.5658151372437086,0.5216069644641074,0.5519825412682555,0.5555575377003948,0.554381570810142
0.5884460777317921,0.5912056197770487,0.599672153243582,0.5760818546532832,0.5818498961356104,0.5815509886938459,0.5885393971108258
0.6551698301698303,0.6694020265448839,0.6811204668347528,0.6322804179947039,0.6353321281892712,0.6412079983508557,0.654516911659769
0.4649291185005472,0.45334427477284633,0.4586901194044053,0.43007944436515877,0.4480733552162124,0.44481233052661634,0.4433842348128065
0.46242329099471935,0.46005185290899536,0.4768326911184053,0.44412690484119044,0.4606346034917467,0.4604193425622,0.4633330954759526
0.3364671043242471,0.3093969522540945,0.35621402407116765,0.2699387913673621,0.33161362447076814,0.33372579801151303,0.3078956757528185
0.38224632510346795,0.37819323533609256,0.3834023119737407,0.3476309404880835,0.34879406307977756,0.3504923647780792,0.3656571999429144
0.42081569224426363,0.41395112823684244,0.4387949352235067,0.4041181041181038,0.42109477823763536,0.4223772259486545,0.4261811204668347
0.41308413808413813,0.4126976198404771,0.42393400250543106,0.4085343228200372,0.4106607678036248,0.4119107083392796,0.4161238761238762
0.4142571714000285,0.4146805575377004,0.4172969887255602,0.40354883212026077,0.4055682412825271,0.4063591170734029,0.4090966176680463
0.42454648526077093,0.4246903889761034,0.4306645735217165,0.41804029304029316,0.4212105354962498,0.4219823826966685,0.42518576661433816
0.3814855779141493,0.3781278245563957,0.3882506382506382,0.3628165485308349,0.3797868797868808,0.3797761762047485,0.3758443937015369
0.3007314114456972,0.30115122972265823,0.3094572094572094,0.2844358022929453,0.2916012558869702,0.29420222634508353,0.2918552875695734
0.24498755213040888,0.25267510267510207,0.27287791573505826,0.2475524475524471,0.26557410843125107,0.2651515151515149,0.2641053391053388
0.2772259486545207,0.2718789147360581,0.276927041212756,0.24203019203019285,0.24788703360131994,0.2534651856080435,0.25991627420198926
0.23552518909661785,0.23032324818039057,0.2378692735835595,0.2243577850720706,0.23105465962608834,0.23006279434850882,0.23179035250463842
0.197401804544662,0.19467040895612342,0.1958454244168531,0.18144553858839585,0.18682626896912613,0.1861777111777112,0.18787276215847654
0.16708252065394907,0.16687756687756666,0.17456194599051722,0.16665715237143802,0.1730352980352981,0.17289139431996578,0.17177877677877662
0.20547904476475914,0.2109794966937825,0.21797488226059672,0.19949455306598163,0.20700727843584982,0.20595357023928448,0.21029922458493897
0.2132494489637346,0.2156732156732156,0.2215427429713143,0.2149378399378399,0.21810094667237515,0.21844980416408977,0.21815454386882951
0.23556007484578836,0.2473716759431042,0.26640819497962376,0.24438498009926585,0.2659721231149806,0.26266273409130575,0.25663201877487607
0.2525641025641022,0.25693354264782803,0.26776556776556726,0.25484039769754024,0.2664050235478802,0.2655154369440078,0.261933542647828
0.2578722864437146,0.2581850688993542,0.26884623313194683,0.25503425146282294,0.26147661861947624,0.2610476824762542,0.26303593232164646
0.2367656153370431,0.23368694797266162,0.24442938014366564,0.23288616145758936,0.23575036075036096,0.23647186147186153,0.23912896627182315
0.20562294848009138,0.19789496218067648,0.20803125445982595,0.1971243042671614,0.20430284001712576,0.2042100756386471,0.20358855430284004
0.20654107796964938,0.20320552463409594,0.21434200719914998,0.20320552463409594,0.209702995417281,0.20926176997605556,0.21091694020265442
0.2275637061351343,0.23434581291724085,0.23907639979068532,0.2286443715015139,0.23280687566401834,0.23306455449312577,0.23347192490049604
0.25752818609961464,0.25538746967318415,0.263427049141335,0.25303268160411035,0.25930022358593785,0.2584653441796299,0.2592115027829315
0.2799676513962226,0.278727621584764,0.29537129537129564,0.27509950367093244,0.2810633810633813,0.28110976325262077,0.28679360322217484
0.330422355422355,0.35087531516102777,0.3999175427746819,0.35087531516102777,0.3727447156018555,0.3682733932733909,0.38469593898165
0.42308405879834454,0.4257789829218401,0.45215736644308024,0.42148327862613566,0.4347259882974166,0.4329432472289613,0.43748798820227364
0.49597545311831015,0.506520463663321,0.5101335172763747,0.4756354756354757,0.49572966715823874,0.498016269444841,0.49567178852893157
0.445839874411303,0.43548752834467175,0.4429879644165361,0.41203994418280226,0.43119222047793526,0.43386098028955217,0.42922815279958193
0.4218174682460398,0.42607392607392586,0.42965605822748665,0.3946089624661067,0.3988725560154146,0.4009098044812346,0.41461253032681644
