,Algorithm,Iteration,statistic.mean_squared_error.sum,statistic.mean_squared_error.min,statistic.mean_squared_error.max,statistic.mean_squared_error.median,statistic.mean_squared_error.deviation,statistic.wasserstein_distance.sum,statistic.wasserstein_distance.min,statistic.wasserstein_distance.max,statistic.wasserstein_distance.median,statistic.wasserstein_distance.deviation,outlier.total.sum,outlier.total.min,outlier.total.max,outlier.total.median,outlier.total.deviation,attacker.similarity.sum,attacker.similarity.min,attacker.similarity.max,attacker.similarity.median,attacker.similarity.deviation,attacker.consistency.sum,attacker.consistency.min,attacker.consistency.max,attacker.consistency.median,attacker.consistency.deviation,attacker.downstream.sum,attacker.downstream.min,attacker.downstream.max,attacker.downstream.median,attacker.downstream.deviation,attacker.privacy.sum,attacker.privacy.min,attacker.privacy.max,attacker.privacy.median,attacker.privacy.deviation,kl.kl_div.sum,kl.kl_div.min,kl.kl_div.max,kl.kl_div.median,kl.kl_div.deviation,numeric.mean_diff.sum,numeric.mean_diff.min,numeric.mean_diff.max,numeric.mean_diff.median,numeric.mean_diff.deviation,numeric.median_diff.sum,numeric.median_diff.min,numeric.median_diff.max,numeric.median_diff.median,numeric.median_diff.deviation,numeric.std_dev_diff.sum,numeric.std_dev_diff.min,numeric.std_dev_diff.max,numeric.std_dev_diff.median,numeric.std_dev_diff.deviation,numeric.autocorrelation.sum,numeric.autocorrelation.min,numeric.autocorrelation.max,numeric.autocorrelation.median,numeric.autocorrelation.deviation,numeric.t_test_stat.sum,numeric.t_test_stat.min,numeric.t_test_stat.max,numeric.t_test_stat.median,numeric.t_test_stat.deviation,numeric.t_test_p_val.sum,numeric.t_test_p_val.min,numeric.t_test_p_val.max,numeric.t_test_p_val.median,numeric.t_test_p_val.deviation,numeric.mann_whitney_u_stat.sum,numeric.mann_whitney_u_stat.min,numeric.mann_whitney_u_stat.max,numeric.mann_whitney_u_stat.median,numeric.mann_whitney_u_stat.deviation,numeric.mann_whitney_u_p_val.sum,numeric.mann_whitney_u_p_val.min,numeric.mann_whitney_u_p_val.max,numeric.mann_whitney_u_p_val.median,numeric.mann_whitney_u_p_val.deviation
65,RNN,30,16.194762985266863,0.003955786789047047,9.901606279901834,3.2389525970533724,205.70395778282742,0.5453323839069124,0.012374346308302201,0.1878981733376957,0.10906647678138248,88.6543082040636,374,48,90,74.8,35.82887700534759,0.07577780409471498,0.0,0.07577780409471498,0.015155560818942995,400.0,4.666666666666666,0.6666666666666666,1.0,0.9333333333333332,28.57142857142857,0.01,0.0,0.01,0.002,400.0,1.8900000000000001,0.06000000000000005,0.56,0.378,84.12698412698411,0.06327907148904818,0.0007692180641963326,0.04046342595366362,0.012655814297809636,219.72202658399226,0.423859942216463,0.01159437829105664,0.18312046294988793,0.0847719884432926,116.01529740261381,0.2636355886274825,0.004678928385003056,0.09432630723438334,0.0527271177254965,91.12614421792956,0.46290621211910027,0.0009000177599826076,0.21515648797024609,0.09258124242382006,132.3974947163691,0.8960908943140841,0.004340309794102382,0.6826091966151587,0.17921817886281682,280.8816722424483,17.407452372529363,0.5012706989772769,7.522388589878637,3.481490474505873,116.06805030670917,1.183044263403285,1.4504823092320538e-13,0.6163188701781364,0.23660885268065698,160.4800552454228,153194.5,21396.0,37596.0,30638.9,30.167205741720498,1.5766201386545162,3.1082139718052174e-10,0.9467021129183264,0.31532402773090323,200.23151731597176
66,RNN,50,16.20887751254674,0.002780143448998747,9.976307361441686,3.2417755025093475,207.74208003359172,0.5423331119003421,0.00904298086670984,0.18922046505961335,0.1084666223800684,91.6628906955145,369,41,90,73.8,44.44444444444444,0.08158496349430648,0.0,0.07577780409471498,0.016316992698861298,364.41035730807937,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.8800000000000001,0.06000000000000005,0.55,0.376,84.04255319148935,0.07329241740980424,0.0007692180641963326,0.05435279116955814,0.01465848348196085,270.7940950129408,0.416302716663193,0.007747271424053237,0.1820463638945854,0.0832605433326386,118.64662012507212,0.25497892089861407,0.00018886374451354548,0.09644537156543803,0.050995784179722815,99.62964831789243,0.4626802645644574,0.00198799671546393,0.21480586467164894,0.09253605291289148,132.13208031885233,0.8978128167886544,0.00421855810783478,0.6834858050378056,0.17956256335773088,280.63936728066255,16.989272056138716,0.3347335665596311,7.609492728764757,3.397854411227743,123.94993451220964,1.4637586631089934,7.761656836414228e-14,0.7379140401009536,0.29275173262179865,152.06137415222514,153254.0,21103.0,37708.0,30650.8,31.150247301864876,1.5711426281814382,1.2858890735757388e-10,0.8115079086063288,0.31422852563628767,158.254054740285
67,RNN,70,16.33245052080814,0.007248815654440306,10.075741760420485,3.2664901041616283,208.45774636156466,0.5502641360804112,0.017244205871952814,0.19031028132570255,0.11005282721608226,84.33097421650528,376,42,89,75.2,44.148936170212764,0.08601651074469528,0.0,0.07899007989617607,0.017203302148939056,359.1564992134226,4.666666666666666,0.6666666666666666,1.0,0.9333333333333332,28.57142857142857,0.29,0.0,0.29,0.057999999999999996,400.0,1.9100000000000001,0.06000000000000005,0.56,0.382,84.29319371727748,0.07170797933848433,0.0006293901678864344,0.05196450548304246,0.014341595867696866,262.3341918320803,0.4248302245925757,0.014374436614253472,0.18287120544074775,0.08496604491851514,115.22857232689417,0.2648415072511447,0.0112621421911554,0.09743910020313334,0.05296830145022894,83.95738117955489,0.4624627209641047,0.0009446155287609892,0.2150008250129187,0.09249254419282094,132.45206074632617,0.8936257940969053,0.0037328097532566273,0.681537938172407,0.17872515881938106,281.3329598778908,17.40352005940253,0.715374396772197,7.624404615268742,3.480704011880506,119.04777278518249,1.1987349193295709,6.969532570581426e-14,0.47458697671881656,0.23974698386591417,99.99999999997094,154168.5,21159.0,37571.0,30833.7,31.37703227312973,1.3400184801677384,1.5242883050110774e-10,0.8559132984952367,0.2680036960335477,219.36622933293305
68,RNN,100,16.2895172117938,0.004444077187970532,10.05778632040925,3.25790344235876,208.71959523537305,0.5471339378178164,0.013107510218016965,0.19041015333183653,0.10942678756356328,88.02166223658612,377,45,91,75.4,40.318302387267906,0.07588202659454144,0.0,0.07577780409471498,0.015176405318908287,399.3132596445839,4.333333333333334,0.3333333333333333,1.0,0.8666666666666668,61.53846153846154,0.09999999999999999,0.0,0.09999999999999999,0.019999999999999997,400.0,1.92,0.06000000000000005,0.56,0.384,84.37499999999999,0.0805062178818301,0.0007692180641963326,0.05196450548304246,0.01610124357636602,222.73597524676805,0.4226337578142973,0.01219503520119658,0.18198161281512076,0.08452675156285946,115.29469599903845,0.2623869905287276,0.0055914754965142865,0.09807806199512553,0.05247739810574552,89.34498336741642,0.46116477182951365,0.0005834201684582485,0.21478810823041908,0.09223295436590273,132.87566760392457,0.8969640640642726,0.00423851433436262,0.683319771507447,0.17939281281285452,280.9069944292011,17.284928003085252,0.5273361641373573,7.667390414352231,3.4569856006170503,121.79410909272083,1.294232472849692,5.1051819898827776e-14,0.5981067372951925,0.25884649456993836,131.066191678168,153609.5,20981.0,37679.5,30721.9,31.706697827933823,1.4459570750319686,8.857242165279567e-11,0.8544612110847994,0.2891914150063937,195.46562129650638
69,RNN,140,16.405510878888535,0.007036231187592149,10.163927846588049,3.281102175777707,209.77175662562027,0.5514758472456647,0.01686561239701008,0.19175089226178352,0.11029516944913294,84.70865725013611,374,41,88,74.8,45.18716577540107,0.09444748821246443,0.0,0.07577780409471498,0.018889497642492887,301.1636811571365,4.333333333333333,0.3333333333333333,1.0,0.8666666666666666,61.53846153846153,1.0,0.0,1.0,0.2,400.0,1.9000000000000001,0.06000000000000005,0.56,0.38,84.21052631578945,0.07082732818415485,0.0006293901678863997,0.05196450548304246,0.01416546563683097,266.83937411793903,0.42678364383908235,0.014777831128048313,0.18205435382352836,0.08535672876781647,113.286470148996,0.26744676921906574,0.010660910139306035,0.09962301438770366,0.05348935384381315,86.24830406177465,0.4616788546658308,0.000840972066935286,0.2148175852504117,0.09233577093316617,132.64828254469165,0.8953755577377375,0.004243194769468661,0.6820966315821273,0.1790751115475475,280.8997384882371,17.48429093121404,0.6916887488987472,7.710527594024981,3.4968581862428083,120.4987215197749,1.1881189345367704,3.729990746920631e-14,0.4893339996934336,0.23762378690735408,105.92803694531538,154033.5,21001.0,37617.0,30806.7,31.829764304518175,1.35646381673837,9.41744582316966e-11,0.867547160834088,0.271292763347674,219.78264002651886
70,RNN,210,28.242337367371007,0.004602433999697931,22.113741233339848,5.648467473474201,291.49984198702225,0.5594460225515027,0.01360701083348569,0.20593178828207262,0.11188920451030053,87.83885282495415,381,52,88,76.2,31.758530183727036,0.07577797268210902,0.0,0.07577780409471498,0.015155594536421804,399.9988876226951,5.0,1.0,1.0,1.0,0.0,0.9199999999999999,0.0,0.82,0.184,345.65217391304344,1.85,0.06000000000000005,0.55,0.37,83.78378378378378,0.20203831715481899,0.0019597321847688986,0.12308954177964042,0.040407663430963796,204.6193007173949,0.4234033030777077,0.01302492320419707,0.1800082623925573,0.08468066061554154,112.57304924652438,0.3509546050840865,0.006470644006951298,0.1891081828447349,0.0701909210168173,169.41971996552914,0.45666511210405003,0.00048798053690679577,0.21091068263848486,0.09133302242081001,130.92489118199745,0.9206332744130424,0.0048769426509184255,0.7068654748148326,0.1841266548826085,283.9017633082515,17.423376179894703,0.5632531910346302,7.765817548947214,3.4846752359789406,122.85627850669944,1.2306665407050763,2.48929609578051e-14,0.5734207105768401,0.24613330814101525,132.97160181518976,153661.0,19801.0,37519.0,30732.2,35.56920754127593,1.5463884475857133,2.0481552393112966e-12,0.948175380849969,0.30927768951714263,206.57736170051595
71,RNN,300,29.72351640868096,0.010503326735818155,23.447867723789773,5.944703281736192,294.4329365576285,0.5856369266819605,0.020869477590130536,0.22064780326465108,0.11712738533639211,88.38276175204145,377,48,90,75.4,36.339522546419104,0.09353011503952088,0.0,0.07579362141680834,0.018706023007904176,305.1829797535369,4.333333333333333,0.3333333333333333,1.0,0.8666666666666666,61.53846153846153,0.0,0.0,0.0,0.0,,1.9700000000000002,0.06000000000000005,0.56,0.394,84.7715736040609,0.19784779535143227,0.000629390167886483,0.1285230168296563,0.039569559070286454,224.80275203816137,0.4508357674762257,0.014967439537048877,0.19318253082525755,0.09016715349524515,114.24933951746053,0.3861670026594649,0.016059958467705693,0.2112029094072349,0.07723340053189298,173.4605856439277,0.463987389864726,0.0022355068763293406,0.2151774986334398,0.0927974779729452,131.87860633041566,0.9212275672179432,0.004548597360390039,0.7089255422989982,0.18424551344358864,284.7722145571015,18.533353475862725,0.8351310760534632,8.528307718280606,3.706670695172545,130.07999414103912,1.0740112361205418,7.401953512328938e-17,0.4038938656060913,0.21480224722410837,99.99999999999997,151952.5,18536.0,37901.5,30390.5,39.0072555568352,1.28022882766273,2.6088355733201122e-14,0.8770209636776771,0.256045765532546,242.52508017602773
72,RNN,500,29.737421280650068,0.05717328372288352,23.50531108658224,5.947484256130013,295.2143473495629,0.6089825757450558,0.040162584175613296,0.2211792477453421,0.12179651514901116,81.59735315476125,359,42,91,71.8,41.504178272980496,0.0863179953501328,0.0,0.08019487222251177,0.017263599070026562,364.5315956262438,3.9999999999999996,0.6666666666666666,1.0,0.7999999999999999,25.00000000000001,0.02,0.0,0.02,0.004,400.0,2.0100000000000002,0.06000000000000005,0.5800000000000001,0.402,85.07462686567163,0.17650215808812408,0.0,0.13325415114700973,0.03530043161762482,277.48589759587674,0.46582720497228114,0.00478035763660023,0.19344393302425406,0.09316544099445623,107.6348600504825,0.4060395488554488,0.01263997049390242,0.21174841111621928,0.08120790977108976,160.74850554964326,0.4720137999726439,0.0113645209856712,0.21476795768982407,0.09440275999452878,127.50177823431348,0.9139231788885034,0.0044784144342778776,0.7089760489385611,0.18278463577770068,287.87507818808405,19.0856309310022,0.26708197410101236,8.537597998460004,3.81712618620044,123.66559505747733,1.1271237357702084,6.876632014650916e-17,0.7894750518438951,0.22542474715404168,250.21667399472136,156251.0,18514.0,41053.5,31250.2,40.75557916429335,0.742865347848723,2.411001104812906e-14,0.5057432326096346,0.14857306956974461,240.40033908852087
73,RNN,700,31.223400253299538,0.043040248246300476,24.993406164373045,6.244680050659907,300.2351755672713,0.6209004101694189,0.04168694709709992,0.23655467147472964,0.12418008203388378,90.49324787060723,371,51,91,74.2,31.266846361185983,0.09969963091053964,0.0,0.07577780409471498,0.01993992618210793,280.0305146701611,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0100000000000002,0.06000000000000005,0.5800000000000001,0.402,85.07462686567163,0.15522440356862696,0.0,0.11197639662751259,0.03104488071372539,260.691985451908,0.48178233966583195,0.004742789836879147,0.21251330998787737,0.09635646793316639,120.54908668432958,0.42599965427460773,0.012445897770513747,0.23518495744190288,0.08519993085492154,176.0389064662222,0.47027184017765555,0.009006377287876954,0.21492280933661215,0.0940543680355311,128.50912065606602,0.9184088813267292,0.004039335642953001,0.7107641881491297,0.18368177626534582,286.95411303207516,19.742410489235137,0.26502655572000244,9.374941427911669,3.9484820978470276,137.4315292710458,1.1338826183557167,6.957180526938074e-20,0.7910574466564849,0.22677652367114334,248.82686878277812,154272.0,17122.0,40380.0,30854.4,44.50710433520017,0.7253553091591984,1.3336417924026643e-16,0.5036748629510882,0.14507106183183968,247.19182212571593
74,RNN,1400,30.167168801845364,0.014736341178753826,23.97722063687875,6.033433760369073,297.40588177787555,0.5862155985003428,0.024773599488299682,0.22436923684804436,0.11724311970006855,91.37092003524465,375,49,91,75.0,34.66666666666667,0.07873525833289204,0.0,0.07577780409471498,0.01574705166657841,381.2189970491176,4.333333333333333,0.6666666666666666,1.0,0.8666666666666666,23.076923076923073,0.19,0.0,0.18,0.038,373.6842105263157,1.9800000000000002,0.06000000000000005,0.5700000000000001,0.396,84.84848484848484,0.17151874798259742,0.0006293901678864344,0.11534279792883943,0.03430374959651948,236.23962186495882,0.4382064758814995,0.00021252126013354689,0.19643970441959874,0.0876412951762999,124.14057668184743,0.3676389584356795,0.006207914066900466,0.21611927932224345,0.0735277916871359,193.9286960253625,0.465845655895225,0.0033241046929331497,0.21499339543296467,0.09316913117904499,130.756037662096,0.9229254350534972,0.004073045226970384,0.7109688273007018,0.18458508701069945,285.17132603431315,17.87113448186478,0.011879019246600486,8.657155240123211,3.5742268963729558,142.21056723926216,1.6332310223766942,2.6512068169385196e-17,0.9905251059202218,0.3266462044753388,203.2409660204714,153705.5,18382.0,38417.5,30741.1,40.203831352814305,0.7553084766284042,1.4988969153798434e-14,0.3673665217323514,0.15106169532568084,143.18972519163714
75,RNN,2100,28.468845740363875,0.001817619578338014,22.338443904636154,5.693769148072775,292.3313946122537,0.5485194159052956,0.006804326620558279,0.20677353921404387,0.10970388318105913,93.79755171534978,380,42,91,76.0,44.73684210526316,0.07577780409471498,0.0,0.07577780409471498,0.015155560818942995,400.0,5.0,1.0,1.0,1.0,0.0,0.58,0.0,0.58,0.11599999999999999,400.0,1.8699999999999999,0.06000000000000005,0.54,0.374,83.95721925133688,0.1596612945461948,9.769962616701373e-17,0.12308954177964042,0.03193225890923896,285.4708247527923,0.3977955686427404,0.0017159288711821041,0.180417723015512,0.07955911372854808,126.77191155131354,0.3235950564486613,0.0037562017343206744,0.1896274585100181,0.06471901128973226,193.0011672475947,0.46345642136256937,0.0034116238283269096,0.21439094988065396,0.09269128427251387,131.29569469589083,0.9248759919979936,0.004051759190509263,0.7083205168395665,0.18497519839959872,282.9272913168575,16.147249478656708,0.09588368657862492,7.755870302409673,3.2294498957313413,140.16072559792042,2.094716056174565,2.677634141103461e-14,0.9236370241720343,0.418943211234913,120.46831155216535,152593.5,19845.0,37334.0,30518.7,34.97429444897718,1.3811161686524887,2.369423559674336e-12,0.6832503758047518,0.27622323373049773,147.35441931411808
